mine_id,shift,equipment_id,equipment_type,capacity_per_h,capacity_unit,scheduled_hours,available_hours,operating_hours,idle_hours,maintenance_hours,breakdown_hours,availability,utilization,failure_event,maintenance_event,weather_state,haulage_state,production_contribution_t,date,provenance
SYN_MINE_01,C,SYN_TRUCK_005,dumper,8.0,t/h,6.0,6.0,5.098,0.902,0.0,0.0,1.0,0.8497,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_006,dumper,8.0,t/h,6.0,6.0,5.098,0.902,0.0,0.0,1.0,0.8497,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_007,dumper,8.0,t/h,6.0,6.0,5.098,0.902,0.0,0.0,1.0,0.8497,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_008,dumper,8.0,t/h,6.0,6.0,5.098,0.902,0.0,0.0,1.0,0.8497,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_009,dumper,8.0,t/h,6.0,6.0,5.098,0.902,0.0,0.0,1.0,0.8497,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_010,dumper,8.0,t/h,6.0,6.0,5.098,0.902,0.0,0.0,1.0,0.8497,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_011,dumper,8.0,t/h,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_012,dumper,8.0,t/h,6.0,6.0,5.098,0.902,0.0,0.0,1.0,0.8497,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_013,dumper,8.0,t/h,6.0,6.0,5.098,0.902,0.0,0.0,1.0,0.8497,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_014,dumper,8.0,t/h,6.0,6.0,5.098,0.902,0.0,0.0,1.0,0.8497,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_015,dumper,8.0,t/h,6.0,4.401,3.74,0.661,0.0,1.599,0.7335,0.8497,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_016,dumper,8.0,t/h,6.0,6.0,5.098,0.902,0.0,0.0,1.0,0.8497,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_017,dumper,8.0,t/h,6.0,6.0,5.098,0.902,0.0,0.0,1.0,0.8497,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_018,dumper,8.0,t/h,6.0,6.0,5.098,0.902,0.0,0.0,1.0,0.8497,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_DRILL_001,drill,8.5,m/h,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,C,SYN_DRILL_002,drill,8.5,m/h,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,False,False,DRY,NORMAL,0.0,2021-01-01,SYNTHETIC
SYN_MINE_01,A,SYN_EXC_001,excavator,50.0,t ore/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,377.46,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_EXC_002,excavator,50.0,t ore/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,377.46,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_001,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_002,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_003,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_004,dumper,8.0,t/h,7.0,1.272,1.221,0.051,5.728,0.0,0.1817,0.9598,False,True,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_005,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_006,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_007,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_008,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_009,dumper,8.0,t/h,7.0,3.458,3.319,0.139,0.0,3.542,0.494,0.9598,True,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_010,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_011,dumper,8.0,t/h,7.0,6.004,5.763,0.241,0.0,0.996,0.8577,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_012,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_013,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_014,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_015,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_016,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_017,dumper,8.0,t/h,7.0,7.0,6.719,0.281,0.0,0.0,1.0,0.9598,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_TRUCK_018,dumper,8.0,t/h,7.0,6.71,6.44,0.269,0.0,0.29,0.9586,0.9598,True,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_DRILL_001,drill,8.5,m/h,7.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_DRILL_002,drill,8.5,m/h,7.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_EXC_001,excavator,50.0,t ore/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,304.47,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_EXC_002,excavator,50.0,t ore/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,304.47,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_001,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_002,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_003,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_004,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_005,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_006,dumper,8.0,t/h,7.0,5.784,5.217,0.567,0.0,1.216,0.8263,0.9019,True,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_007,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_008,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_009,dumper,8.0,t/h,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_010,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_011,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_012,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_013,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_014,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_015,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_016,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_017,dumper,8.0,t/h,7.0,7.0,6.313,0.687,0.0,0.0,1.0,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_TRUCK_018,dumper,8.0,t/h,7.0,4.343,3.917,0.426,0.0,2.657,0.6204,0.9019,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_DRILL_001,drill,8.5,m/h,7.0,3.884,3.884,0.0,0.0,3.116,0.5549,1.0,True,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,B,SYN_DRILL_002,drill,8.5,m/h,7.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_EXC_001,excavator,50.0,t ore/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,302.94,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_EXC_002,excavator,50.0,t ore/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,302.94,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_001,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_002,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_003,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_004,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_005,dumper,8.0,t/h,6.0,2.611,2.461,0.15,0.0,2.453,0.4351,0.9425,True,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_006,dumper,8.0,t/h,6.0,0.519,0.489,0.03,0.0,5.481,0.0865,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_007,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_008,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_009,dumper,8.0,t/h,6.0,5.777,5.445,0.332,0.0,0.223,0.9628,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_010,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_011,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_012,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_013,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_014,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_015,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_016,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_017,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_TRUCK_018,dumper,8.0,t/h,6.0,6.0,5.655,0.345,0.0,0.0,1.0,0.9425,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_DRILL_001,drill,8.5,m/h,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,C,SYN_DRILL_002,drill,8.5,m/h,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,False,False,DRY,NORMAL,0.0,2021-01-02,SYNTHETIC
SYN_MINE_01,A,SYN_EXC_001,excavator,50.0,t ore/h,7.0,7.0,5.305,1.695,0.0,0.0,1.0,0.7579,False,False,DRY,NORMAL,279.83,2021-01-03,SYNTHETIC
